d2_n d2_v d3_n d3_v d4_n d4_v e1_n e1_v e2_n e2_v e3_n e3_v e4_n e4_v f1_n f1_v f2_n f2_v f3_n f3_v f4_n f4_v g1_n g1_v g2_n g2_v g3_n g3_v g4_n g4_v 
11	0.0431	30	0.1176	31	0.1216	78	0.3059	21	0.0824	16	0.0627	8	0.0314	8	0.0314	22	0.0863	84	0.3294	88	0.3451	51	0.2000	15	0.0588	31	0.1216	89	0.3490	
11	0.0431	30	0.1176	31	0.1216	78	0.3059	21	0.0824	16	0.0627	8	0.0314	8	0.0314	22	0.0863	84	0.3294	88	0.3451	51	0.2000	15	0.0588	31	0.1216	89	0.3490	
11	0.0431	30	0.1176	31	0.1216	78	0.3059	21	0.0824	16	0.0627	8	0.0314	8	0.0314	22	0.0863	84	0.3294	88	0.3451	51	0.2000	15	0.0588	31	0.1216	89	0.3490	
8	0.0314	52	0.2039	85	0.3333	7	0.0275	51	0.2000	31	0.1216	7	0.0275	39	0.1529	81	0.3176	11	0.0431	16	0.0627	51	0.2000	11	0.0431	16	0.0627	23	0.0902	
8	0.0314	52	0.2039	85	0.3333	7	0.0275	51	0.2000	31	0.1216	7	0.0275	39	0.1529	81	0.3176	11	0.0431	16	0.0627	51	0.2000	11	0.0431	16	0.0627	23	0.0902	
8	0.0314	52	0.2039	85	0.3333	7	0.0275	51	0.2000	31	0.1216	7	0.0275	39	0.1529	81	0.3176	11	0.0431	16	0.0627	51	0.2000	11	0.0431	16	0.0627	23	0.0902	
91	0.3569	49	0.1922	56	0.2196	51	0.2000	62	0.2431	81	0.3176	49	0.1922	48	0.1882	62	0.2431	56	0.2196	52	0.2039	48	0.1882	48	0.1882	109	0.4275	49	0.1922	
91	0.3569	49	0.1922	56	0.2196	51	0.2000	62	0.2431	81	0.3176	49	0.1922	48	0.1882	62	0.2431	56	0.2196	52	0.2039	48	0.1882	48	0.1882	109	0.4275	49	0.1922	
91	0.3569	49	0.1922	56	0.2196	51	0.2000	62	0.2431	81	0.3176	49	0.1922	48	0.1882	62	0.2431	56	0.2196	52	0.2039	48	0.1882	48	0.1882	109	0.4275	49	0.1922	
44	0.1725	30	0.1176	8	0.0314	19	0.0745	19	0.0745	25	0.0980	8	0.0314	36	0.1412	30	0.1176	46	0.1804	16	0.0627	12	0.0471	37	0.1451	47	0.1843	8	0.0314	
44	0.1725	30	0.1176	8	0.0314	19	0.0745	19	0.0745	25	0.0980	8	0.0314	36	0.1412	30	0.1176	46	0.1804	16	0.0627	12	0.0471	37	0.1451	47	0.1843	8	0.0314	
44	0.1725	30	0.1176	8	0.0314	19	0.0745	19	0.0745	25	0.0980	8	0.0314	36	0.1412	30	0.1176	46	0.1804	16	0.0627	12	0.0471	37	0.1451	47	0.1843	8	0.0314	
11	0.0431	141	0.5529	65	0.2549	51	0.2000	4	0.0157	26	0.1020	1	0.0039	1	0.0039	34	0.1333	2	0.0078	26	0.1020	2	0.0078	1	0.0039	2	0.0078	2	0.0078	
11	0.0431	141	0.5529	65	0.2549	51	0.2000	4	0.0157	26	0.1020	1	0.0039	1	0.0039	34	0.1333	2	0.0078	26	0.1020	2	0.0078	1	0.0039	2	0.0078	2	0.0078	
11	0.0431	141	0.5529	65	0.2549	51	0.2000	4	0.0157	26	0.1020	1	0.0039	1	0.0039	34	0.1333	2	0.0078	26	0.1020	2	0.0078	1	0.0039	2	0.0078	2	0.0078	
7	0.0275	7	0.0275	199	0.7804	181	0.7098	25	0.0980	155	0.6078	66	0.2588	60	0.2353	42	0.1647	91	0.3569	95	0.3725	185	0.7255	5	0.0196	201	0.7882	8	0.0314	
7	0.0275	7	0.0275	199	0.7804	181	0.7098	25	0.0980	155	0.6078	66	0.2588	60	0.2353	42	0.1647	91	0.3569	95	0.3725	185	0.7255	5	0.0196	201	0.7882	8	0.0314	
7	0.0275	7	0.0275	199	0.7804	181	0.7098	25	0.0980	155	0.6078	66	0.2588	60	0.2353	42	0.1647	91	0.3569	95	0.3725	185	0.7255	5	0.0196	201	0.7882	8	0.0314	
90	0.3529	73	0.2863	64	0.2510	62	0.2431	98	0.3843	64	0.2510	79	0.3098	69	0.2706	69	0.2706	92	0.3608	80	0.3137	62	0.2431	66	0.2588	79	0.3098	62	0.2431	
90	0.3529	73	0.2863	64	0.2510	62	0.2431	98	0.3843	64	0.2510	79	0.3098	69	0.2706	69	0.2706	92	0.3608	80	0.3137	62	0.2431	66	0.2588	79	0.3098	62	0.2431	
90	0.3529	73	0.2863	64	0.2510	62	0.2431	98	0.3843	64	0.2510	79	0.3098	69	0.2706	69	0.2706	92	0.3608	80	0.3137	62	0.2431	66	0.2588	79	0.3098	62	0.2431	
105	0.4118	71	0.2784	56	0.2196	48	0.1882	51	0.2000	94	0.3686	83	0.3255	104	0.4078	56	0.2196	82	0.3216	111	0.4353	91	0.3569	62	0.2431	72	0.2824	57	0.2235	
105	0.4118	71	0.2784	56	0.2196	48	0.1882	51	0.2000	94	0.3686	83	0.3255	104	0.4078	56	0.2196	82	0.3216	111	0.4353	91	0.3569	62	0.2431	72	0.2824	57	0.2235	
105	0.4118	71	0.2784	56	0.2196	48	0.1882	51	0.2000	94	0.3686	83	0.3255	104	0.4078	56	0.2196	82	0.3216	111	0.4353	91	0.3569	62	0.2431	72	0.2824	57	0.2235	
11	0.0431	46	0.1804	5	0.0196	4	0.0157	26	0.1020	45	0.1765	2	0.0078	36	0.1412	34	0.1333	56	0.2196	18	0.0706	94	0.3686	56	0.2196	7	0.0275	4	0.0157	
