medium location target_lum f2 f3 e3 start_int start_lum n_changes match_int match_lum
transp_med_steep f3 1.023 0.092 1.023 1.369 0.974081850909 486.436508866 12 0.374081850909 186.808808127
transp_dark_steep e3 0.065 2.220 1.768 0.065 0.912680930089 455.774147651 21 0.0276809300886 13.8232890613
transp_dark_steep f2 2.220 2.220 1.768 0.065 0.854555629421 426.747563995 5 0.604555629421 301.902688687
transp_dark_steep f3 1.768 2.220 1.768 0.065 0.146528748852 73.1734535177 7 0.396528748852 198.018328826
transp_med e3 0.730 0.092 0.490 0.730 0.136197566992 68.0142730736 6 0.336197566992 167.89017332
transp_med f2 0.092 0.092 0.490 0.730 0.343309569881 171.441761775 11 0.0933095698813 46.5968864674
transp_med f3 0.490 0.092 0.490 0.730 0.033657683224 16.807957061 8 0.233657683224 116.683857307
transp_dark e3 0.171 0.305 0.490 0.171 0.162132231507 80.9655129035 2 0.162132231507 80.9655129035
transp_dark f2 0.305 0.305 0.490 0.171 0.426925542885 213.197864669 6 0.226925542885 113.321964422
transp_dark f3 0.490 0.305 0.490 0.171 0.809231652885 404.113699198 13 0.259231652885 129.454973521
transp_med e3 1.023 1.369 2.220 1.023 0.166714956935 83.2540320419 13 0.316714956935 158.160957227
