medium location target_lum f2 f3 e3 start_int start_lum n_changes match_int match_lum
transp_dark_steep e3 1.369 0.171 0.730 1.369 0.160730298954 80.2654165245 8 0.460730298954 230.079266894
transp_dark_steep f2 0.171 0.171 0.730 1.369 0.212361445281 106.048952625 11 0.055 27.4658725677
transp_dark_steep f3 0.730 0.171 0.730 1.369 0.0964606139547 48.1704532852 7 0.281460613955 140.555661013
transp_med_steep e3 0.305 0.490 1.369 0.305 0.961498088145 480.152435693 16 0.161498088145 80.6488347077
transp_med_steep f2 0.490 0.490 1.369 0.305 0.0251805807722 12.5746658668 13 0.25 124.844875308
transp_med_steep f3 1.369 0.490 1.369 0.305 0.720342071501 359.724064382 2 0.620342071501 309.786114259
transp_dark_steep e3 0.730 2.220 0.171 0.730 0.126895986345 63.369254369 1 0.176895986345 88.3382294306
transp_dark_steep f2 2.220 2.220 0.171 0.730 0.651273601116 325.232686091 0 0.651273601116 325.232686091
transp_dark_steep f3 0.171 2.220 0.171 0.730 0.511586775953 255.475949012 9 0.0615867759527 30.7551734577
transp_med e3 2.220 0.171 0.092 2.220 0.0609697247355 30.4470307286 10 0.560969724735 280.136781344
transp_med f2 0.171 0.171 0.092 2.220 0.807569685654 403.283746831 18 0.207569685654 103.656046092
transp_med f3 0.092 0.171 0.092 2.220 0.199559870573 99.6561086325 4 0.164559870573 82.1778260894
transp_dark e3 0.305 0.065 2.220 0.305 0.574022184342 286.654912113 13 0.0890221843423 44.4558540154
transp_dark f2 0.065 0.065 2.220 0.305 0.551448158406 275.3819063 18 0.0364481584059 18.2014631656
transp_dark f3 2.220 0.065 2.220 0.305 0.641189733248 320.197009184 4 0.541189733248 270.259059061
transp_dark_steep e3 0.092 0.490 0.065 0.092 0.624359892863 311.792531887 15 0.0393598928627 19.6555236663
transp_dark_steep f2 0.490 0.490 0.065 0.092 0.986342298472 492.559125054 28 0.181342298472 90.558626563
transp_dark_steep f3 0.065 0.490 0.065 0.092 0.583081259444 291.178828518 0 0.583081259444 291.178828518
transp_med_steep e3 1.768 0.730 2.220 1.768 0.882913846009 440.90907605 5 0.632913846009 316.064200742
